pdb_id,percentage_lower
32517,63.33333333333333
32190,63.33333333333333
32386,0.0
30755,30.0
33063,3.3333333333333335
33104,40.0
32073,93.33333333333333
32045,20.0
31954,63.33333333333333
32456,63.33333333333333
31865,23.333333333333332
31862,20.0
32828,23.333333333333332
34495,30.0
31959,16.666666666666664
32910,30.0
21450,50.0
31828,33.33333333333333
32330,76.66666666666667
31869,80.0
32952,76.66666666666667
31856,83.33333333333334
32119,73.33333333333333
33066,70.0
33471,96.66666666666667
32338,86.66666666666667
32311,86.66666666666667
32501,93.33333333333333
33340,96.66666666666667
31966,36.666666666666664
31892,96.66666666666667
32273,0.0
32685,23.333333333333332
31969,26.666666666666668
32200,0.0
21378,83.33333333333334
32041,46.666666666666664
32056,96.66666666666667
14772,96.66666666666667
32842,3.3333333333333335
32993,40.0
32030,3.3333333333333335
22586,30.0
33236,83.33333333333334
33000,96.66666666666667
21443,36.666666666666664
30139,66.66666666666666
30231,43.333333333333336
33103,33.33333333333333
31896,0.0
34348,50.0
34501,83.33333333333334
32743,90.0
32844,46.666666666666664
31978,90.0
31845,50.0
31808,0.0
31700,90.0
33046,56.666666666666664
301,20.0
32558,13.333333333333334
33042,6.666666666666667
32853,96.66666666666667
33023,30.0
32039,90.0
34534,0.0
33143,96.66666666666667
32024,93.33333333333333
31933,53.333333333333336
32855,33.33333333333333
30072,70.0
32745,43.333333333333336
32988,60.0
31781,6.666666666666667
34498,23.333333333333332
32804,46.666666666666664
32799,20.0
32674,96.66666666666667
32658,53.333333333333336
31848,43.333333333333336
32072,63.33333333333333
21458,13.333333333333334
32092,20.0
32358,36.666666666666664
1475,13.333333333333334
2061,86.66666666666667
32089,0.0
32055,36.666666666666664
21380,3.3333333333333335
32697,33.33333333333333
21382,3.3333333333333335
32069,86.66666666666667
31858,3.3333333333333335
32536,96.66666666666667
32411,93.33333333333333
30991,80.0
32252,66.66666666666666
21663,56.666666666666664
32955,63.33333333333333
32494,0.0
21963,63.33333333333333
32050,70.0
32500,36.666666666666664
32315,76.66666666666667
32640,93.33333333333333
32047,93.33333333333333
32031,86.66666666666667
32341,43.333333333333336
31872,0.0
33054,6.666666666666667
32296,83.33333333333334
32369,43.333333333333336
32808,6.666666666666667
31975,76.66666666666667
31928,0.0
32453,13.333333333333334
32284,96.66666666666667
21674,23.333333333333332
32800,73.33333333333333
31887,3.3333333333333335
32827,20.0
32518,0.0
32720,0.0
32533,53.333333333333336
33167,66.66666666666666
