tcr_name,closest_tcr
535,"['1oga', '2vlj', '2vlk', '5hhm']"
536,"['6mtm']"
537,"['5d2n']"
538,"['5w1v', '5w1w']"
539,"['5d2n']"
541,"['7pbe']"
542,"['3gsn']"
543,"['6rsy']"
544,"['6mtm']"
545,"['5d2n']"
546,"['1mi5', '3kpr']"
547,"['2p5e', '2p5w', '2pye']"
548,"['1mi5', '3kpr']"
549,"['5xot', '6bj3', '6bj8']"
550,"['7pbe']"
551,"['7ndq', '7ndu']"
552,"['6rp9']"
553,"['6rp9']"
554,"['4qrp']"
555,"['5w1v', '5w1w']"
556,"['2bnq']"
557,"['6rp9']"
558,"['8gom', '8gon']"
559,"['7nme', '7nmf', '7nmg']"
560,"['7pbe']"
561,"['2p5e', '2p5w', '2pye']"
562,"['1oga', '2vlj', '2vlk', '5hhm']"
564,"['2bnq']"
565,"['5d2n']"
566,"['7dzm', '7dzn']"
567,"['6rsy']"
568,"['5eu6']"
569,"['6rp9']"
570,"['5eu6']"
571,"['7dzm', '7dzn']"
572,"['5bs0']"
573,"['6ulr']"
574,"['5tez']"
575,"['7dzm', '7dzn']"
576,"['5eu6']"
577,"['7rrg']"
578,"['2esv']"
579,"['8qfy']"
580,"['5eu6']"
581,"['7nme', '7nmf', '7nmg']"
582,"['5bs0']"
583,"['7n2o']"
585,"['8gom', '8gon']"
586,"['6p64']"
587,"['7nme', '7nmf', '7nmg']"
588,"['5eu6']"
589,"['6mtm']"
590,"['2p5e', '2p5w', '2pye']"
591,"['2bnq']"
592,"['6rp9']"
593,"['5d2l']"
596,"['6rp9']"
597,"['5eu6']"
598,"['8wul']"
600,"['7rrg']"
601,"['8shi']"
605,"['7nme', '7nmf', '7nmg']"
606,"['2bnq']"
607,"['6vmx']"
608,"['4qrp']"
609,"['7rrg']"
611,"['1mi5', '3kpr']"
612,"['8wul']"
613,"['1ao7', '1qse', '1qsf', '2gj6', '3d39', '3d3v', '3qfj', '4ftv']"
614,"['6rp9']"
615,"['4qrp']"
617,"['6rp9']"
618,"['8qfy']"
619,"['6r2l']"
620,"['7rrg']"
621,"['7pbe']"
625,"['6rp9']"
630,"['6vmx']"
631,"['6rp9']"
632,"['8wul']"
633,"['8wul']"
635,"['6rp9']"
636,"['7dzm', '7dzn']"
637,"['7dzm', '7dzn']"
640,"['8qfy']"
642,"['7dzm', '7dzn']"
643,"['8qfy']"
644,"['3ffc']"
645,"['6rp9']"
646,"['7rrg']"
647,"['6p64']"
648,"['5eu6']"
649,"['7n2s']"
650,"['3ffc']"
651,"['7n1e']"
652,"['5w1w']"
653,"['6rp9']"
654,"['8en8', '8enh', '8eo8']"
655,"['2bnq']"
656,"['7l1d']"
657,"['2bnq']"
658,"['5tez']"
659,"['5bs0']"
660,"['7rrg']"
661,"['7rrg']"
662,"['7n1e', '8cx4']"
663,"['2bnq']"
664,"['6ulr']"
665,"['6bj2']"
666,"['6rp9']"
667,"['7pbc', '7pdw']"
668,"['2bnq']"
669,"['5tez']"
670,"['6vm7', '6vm8']"
671,"['5xot', '6bj3', '6bj8']"
672,"['6vqo']"
673,"['6rsy']"
674,"['6vqo']"
675,"['7ndq', '7ndu']"
676,"['6rsy']"
677,"['6rsy']"
678,"['7r80']"
679,"['7rrg']"
680,"['8gom']"
681,"['6rpa']"
682,"['6p64', '8gom']"
683,"['5xot', '6bj3', '6bj8']"
684,"['5w1w']"
685,"['7rrg']"
686,"['6vqo']"
687,"['2bnq']"
688,"['6vqo']"
703,"['6vqo']"
723,"['5e6i']"
724,"['5e6i']"
726,"['5e6i']"
727,"['5e6i']"
728,"['5e6i']"
730,"['7r80']"
733,"['7r80']"
734,"['7r80']"
735,"['7r80']"
738,"['5e6i']"
740,"['8shi']"
741,"['7ndq', '7ndu']"
749,"['7r80']"
751,"['7r80']"
752,"['7r80']"
753,"['7r80']"
754,"['7r80']"
756,"['7r80']"
757,"['7r80']"
758,"['4qrr']"
764,"['4qrp']"
765,"['4qrp']"
766,"['4qrp']"
767,"['8cx4']"
769,"['7pbe']"
771,"['6p64']"
772,"['7pbe']"
773,"['4qrp']"
774,"['4qrr']"
777,"['1ao7', '1qsf', '2gj6', '3d39', '3d3v', '3h9s', '3qfj']"
780,"['7pbe']"
781,"['6rp9']"
782,"['5tez']"
783,"['7pbe']"
784,"['6rsy']"
785,"['6bj2']"
786,"['3ffc']"
787,"['8gom', '8gon']"
788,"['6p64']"
789,"['3ffc']"
790,"['6rp9']"
856,"['6rp9']"
857,"['6p64']"
858,"['6p64']"
860,"['5eu6']"
861,"['5xot', '6bj3', '6bj8']"
862,"['5eu6']"
863,"['4eup']"
864,"['4eup', '8en8', '8enh', '8eo8']"
865,"['7n6e']"
866,"['6mtm']"
867,"['5xot', '6bj3', '6bj8']"
868,"['5eu6']"
869,"['6p64']"
870,"['5xot', '6bj3', '6bj8']"
871,"['7n2n']"
872,"['6p64']"
873,"['5w1v', '5w1w']"
874,"['2bnq']"
875,"['6vmx']"
876,"['1bd2']"
877,"['5eu6']"
878,"['8wul']"
879,"['2bnq']"
880,"['3qeq']"
881,"['2bnq']"
882,"['5eu6']"
884,"['6vrm']"
885,"['5eu6']"
886,"['5eu6']"
888,"['7pbe']"
889,"['7n6e']"
890,"['5e6i']"
891,"['3qeq']"
892,"['6p64']"
893,"['4eup']"
894,"['6p64']"
895,"['8wte']"
896,"['6vrm']"
897,"['8wul']"
898,"['5eu6']"
899,"['8wul']"
900,"['5xot', '6bj3', '6bj8']"
901,"['5eu6']"
902,"['5eu6']"
903,"['5hhm']"
905,"['3qeq']"
906,"['6p64']"
907,"['5eu6']"
908,"['6p64']"
909,"['6rpb']"
910,"['2bnq']"
911,"['7l1d']"
912,"['4qrr']"
913,"['5w1v', '5w1w']"
914,"['7n2n']"
915,"['6p64']"
916,"['5eu6']"
917,"['6rp9']"
918,"['5xot', '6bj3', '6bj8']"
919,"['5eu6']"
920,"['8dnt']"
921,"['5xot', '6bj3', '6bj8']"
922,"['8dnt']"
923,"['5eu6']"
924,"['7n1e']"
925,"['6p64']"
926,"['8wul']"
927,"['6p64']"
928,"['1ao7', '1qrn', '1qse', '1qsf', '2gj6', '3d39', '3d3v', '3h9s', '3pwp', '3qfj']"
929,"['7r80']"
930,"['6vrn']"
931,"['2bnq']"
932,"['6vrm']"
933,"['6p64']"
934,"['5xot', '6bj3', '6bj8']"
935,"['3ffc']"
936,"['4eup']"
937,"['5tez']"
938,"['6vrn']"
939,"['5eu6']"
940,"['2bnq']"
941,"['7ndq', '7ndu']"
942,"['6vrn']"
943,"['6p64']"
944,"['5eu6']"
945,"['5jhd']"
947,"['7n2s']"
948,"['2p5e', '2p5w', '2pye']"
949,"['3qeq']"
950,"['5eu6']"
951,"['4eup']"
952,"['4qrr']"
953,"['8shi']"
954,"['8en8', '8enh', '8eo8']"
955,"['5isz']"
956,"['6p64']"
957,"['6vrn']"
958,"['4eup']"
959,"['4ftv']"
960,"['1ao7', '1qrn', '1qse', '1qsf', '2gj6', '3d39', '3d3v', '3h9s', '3pwp', '3qfj']"
961,"['2bnq']"
962,"['5eu6']"
963,"['6rp9']"
964,"['1ao7', '1qrn', '1qse', '1qsf', '2gj6', '3d39', '3d3v', '3h9s', '3pwp', '3qfj']"
965,"['5jhd']"
966,"['3ffc']"
967,"['6rp9']"
968,"['2bnq']"
969,"['6vma']"
970,"['2bnq']"
971,"['7n6e']"
972,"['6eqa']"
973,"['5eu6']"
974,"['6p64']"
975,"['4qrr']"
976,"['5xot', '6bj3', '6bj8']"
977,"['5jhd']"
978,"['3qeq']"
979,"['7n6e']"
980,"['5xot', '6bj3', '6bj8']"
981,"['2bnr', '2f53', '2f54', '6q3s']"
982,"['6p64']"
983,"['5eu6']"
984,"['1ao7', '1qrn', '1qse', '1qsf', '2gj6', '3d39', '3d3v', '3h9s', '3pwp', '3qfj']"
985,"['5w1v', '5w1w']"
986,"['8dnt']"
987,"['3qeq']"
988,"['5xot', '6bj3', '6bj8']"
989,"['6rp9']"
990,"['5xot', '6bj3', '6bj8']"
991,"['5jzi', '5yxn', '5yxu']"
992,"['5jzi', '5yxn', '5yxu']"
995,"['5yxu']"
996,"['5jzi', '5yxn', '5yxu']"
997,"['6tro']"
998,"['4g9f']"
999,"['4g9f']"
1000,"['6tro']"
1001,"['5jzi', '5yxn', '5yxu']"
1002,"['3dxa']"
1003,"['6uon']"
1004,"['5jzi', '5yxn', '5yxu']"
1005,"['5jzi', '5yxn']"
1006,"['7ow5', '7ow6']"
1007,"['5jzi', '5yxn', '5yxu']"
1008,"['6tro']"
1009,"['5xot', '6bj3', '6bj8']"
1010,"['6bj2']"
1011,"['3hg1']"
1012,"['2bnq']"
1013,"['7n2r']"
1014,"['7pbe']"
1015,"['6vrn']"
1016,"['5w1v']"
1017,"['7n2r']"
1018,"['3gsn']"
1019,"['4qrr']"
1020,"['6bj2']"
1021,"['5tez']"
1022,"['5w1v', '5w1w']"
1024,"['1oga', '2vlj', '2vlk', '5euo', '5hhm']"
1025,"['7ndq', '7ndu']"
1026,"['5nht', '5nqk']"
1027,"['5e9d']"
1028,"['7n1e']"
1029,"['5d2l']"
1030,"['4mji']"
1031,"['8shi']"
1032,"['8wul']"
1033,"['5w1v']"
1034,"['1oga', '2vlj', '2vlk', '5euo']"
1035,"['3qeq']"
1036,"['5w1v']"
1037,"['4mji']"
1038,"['7n1e']"
1039,"['5nht', '5nqk']"
1040,"['7n1e']"
1041,"['3vxr', '3vxs']"
1042,"['5w1v']"
1043,"['7n1e']"
1044,"['2bnq']"
1045,"['8wul']"
1046,"['7rrg']"
1047,"['6rpa']"
1048,"['4mji']"
1049,"['5jhd']"
1050,"['5tez']"
1051,"['7nme', '7nmf', '7nmg']"
1052,"['5jzi', '5yxn', '5yxu']"
1053,"['5xot', '6bj3', '6bj8']"
1054,"['3qdg', '4l3e']"
1055,"['3vxu', '3w0w']"
1056,"['7nme', '7nmf', '7nmg']"
1057,"['3qeq']"
1058,"['7n1e']"
1059,"['4mji']"
1060,"['5d2n']"
1061,"['5eu6']"
1062,"['6vmc']"
1063,"['8gom', '8gon']"
1064,"['6rp9']"
1065,"['4mji']"
1066,"['4mji']"
1067,"['6vmc']"
1068,"['6vm7', '6vm8']"
1069,"['5xot', '6bj3']"
1070,"['3vxr', '3vxs']"
1071,"['7pbe']"
1072,"['5eu6']"
1073,"['2bnq']"
1074,"['6vmc']"
1075,"['6rpa']"
1076,"['8gvb', '8gvg', '8gvi']"
1077,"['2vlr']"
1078,"['6uon']"
1079,"['6vm7', '6vm8']"
1080,"['8shi']"
1081,"['8wul']"
1082,"['7n1e']"
1083,"['5tez']"
1084,"['6mtm']"
1085,"['6vm7', '6vm8']"
1086,"['3dxa']"
1087,"['4eup']"
1088,"['2bnr', '2f53', '2f54', '5nmf', '6q3s']"
1089,"['7n2s']"
1090,"['8gvb', '8gvg', '8gvi']"
1091,"['5d2l']"
1093,"['2vlr']"
1094,"['5tez']"
1095,"['4mji']"
1096,"['6mtm']"
1097,"['7rrg']"
1098,"['4eup']"
1099,"['8en8']"
1101,"['6rpa']"
1102,"['7ow5', '7ow6']"
1103,"['5nht', '5nqk']"
1104,"['5tez']"
1105,"['6vrn']"
1106,"['7n1e']"
1107,"['6uon']"
1108,"['8gvb', '8gvg', '8gvi']"
1109,"['6mtm']"
1110,"['5d2n']"
1111,"['5euo']"
1112,"['2bnq']"
1113,"['6vm7', '6vm8']"
1114,"['2vlr']"
1115,"['1mi5']"
1116,"['3vxu', '3w0w']"
1117,"['5tez']"
1118,"['8gvb', '8gvg', '8gvi']"
1119,"['6rp9']"
1120,"['6tro']"
1121,"['1oga', '2vlj', '2vlk']"
1122,"['8gvb', '8gvg', '8gvi']"
1123,"['4mji']"
1124,"['6bj2']"
1125,"['6rpb']"
1126,"['6vm7']"
1128,"['7phr']"
1130,"['7nme', '7nmf', '7nmg']"
1131,"['3uts', '3utt', '7pb2']"
1132,"['5w1v', '5w1w']"
1133,"['5eu6']"
1134,"['2bnq']"
1135,"['6vm7', '6vm8']"
1136,"['4mji']"
1137,"['6vmx']"
1138,"['5jhd']"
1139,"['6r2l']"
1140,"['5e9d']"
1141,"['6uln', '6ulr']"
1142,"['6vm7', '6vm8']"
1143,"['5euo']"
1144,"['8en8', '8enh', '8eo8']"
1145,"['4mji']"
1146,"['8en8', '8enh', '8eo8']"
1147,"['6bj2']"
1148,"['5jhd']"
1149,"['2bnq']"
1150,"['6mtm']"
1151,"['1oga', '2vlj', '2vlk', '5hhm']"
1152,"['8f5a']"
1153,"['5tez']"
1154,"['6mtm']"
1155,"['8dnt']"
1156,"['7phr']"
1157,"['5w1v', '5w1w']"
1158,"['3gsn']"
1159,"['7nme', '7nmf']"
1160,"['5jhd']"
1161,"['7ow5', '7ow6']"
1162,"['6bj2']"
1163,"['2p5e', '2p5w', '2pye']"
1164,"['4mji']"
1165,"['6mtm']"
1166,"['7nme', '7nmf', '7nmg']"
1167,"['6bj2']"
1168,"['4mji']"
1169,"['5eu6']"
1170,"['6vmc']"
1171,"['3vxm']"
1172,"['6rp9']"
1173,"['6vm7', '6vm8']"
1174,"['5nht', '5nqk']"
1175,"['6rp9']"
1176,"['5e9d']"
1177,"['6rpa']"
1178,"['4qrr']"
1179,"['8wte']"
1181,"['6rp9']"
1182,"['6rsy']"
1183,"['6rp9']"
1184,"['5tez']"
1185,"['7r80']"
1186,"['5e9d']"
1187,"['8en8']"
1188,"['6bj2']"
1189,"['5men']"
1190,"['8en8', '8enh', '8eo8']"
1191,"['3vxr', '3vxs']"
1192,"['1oga', '2vlj', '2vlk', '5euo']"
1193,"['3ffc']"
1194,"['5jhd']"
1195,"['6tro']"
1196,"['6zkw', '6zky', '6zkz']"
1197,"['4mji']"
1198,"['2bnr', '2f53', '2f54', '5nmf', '6q3s']"
1199,"['6bj2']"
1200,"['3o4l']"
1201,"['3qdj', '6d78']"
1202,"['3vxr', '3vxs']"
1203,"['7n1e']"
1204,"['2bnq']"
1205,"['2bnr', '2f53', '2f54', '2p5e', '2p5w', '2pye', '5nmf', '6q3s']"
1206,"['4qrp']"
1207,"['8cx4']"
1208,"['8gom', '8gon']"
1209,"['5nht', '5nqk']"
1211,"['5brz', '5bs0']"
1212,"['5jhd']"
1213,"['2bnq']"
1214,"['6rp9']"
1215,"['2bnq']"
1216,"['5w1v', '5w1w']"
1217,"['2bnq']"
1218,"['5isz']"
1219,"['2bnq']"
1220,"['6vqo']"
1221,"['3uts', '3utt', '7pb2']"
1222,"['3vxu', '3w0w']"
1223,"['5d2n']"
1224,"['3vxr', '3vxs']"
1225,"['5w1v', '5w1w']"
1226,"['3pwp']"
1227,"['4qrr']"
1228,"['6r2l']"
1229,"['1mi5']"
1230,"['3vxm']"
1231,"['7pbe']"
1232,"['2vlr']"
1233,"['7n6e']"
1234,"['5hyj']"
1235,"['8en8']"
1236,"['7n1e']"
1237,"['8shi']"
1238,"['7n2r']"
1239,"['8en8', '8enh', '8eo8']"
1240,"['3qdg', '4l3e']"
1241,"['1oga', '2vlj', '2vlk', '2vlr', '5euo']"
1242,"['1oga', '2vlj', '2vlk']"
1243,"['7n2s']"
1244,"['8wul']"
1245,"['5tez']"
1246,"['3vxm']"
1247,"['6rpb']"
1248,"['8wte']"
1249,"['6vrm']"
1250,"['7dzm', '7dzn']"
1251,"['7n1e']"
1252,"['5w1v', '5w1w']"
1253,"['5jhd']"
1254,"['8gvb', '8gvg', '8gvi']"
1255,"['8shi']"
1256,"['8en8', '8enh', '8eo8']"
1257,"['6vmc']"
1258,"['5eu6']"
1259,"['6mtm']"
1260,"['6uon']"
1261,"['3vxr', '3vxs']"
1262,"['5nht', '5nqk']"
1263,"['3uts', '3utt', '7pb2']"
1264,"['6rp9']"
1265,"['6mtm']"
1266,"['4mji']"
1267,"['5w1v']"
1268,"['5hyj']"
1269,"['6p64']"
1270,"['5eu6']"
1271,"['6vrn']"
1272,"['5nme', '5nmg']"
1273,"['8en8', '8enh', '8eo8']"
1274,"['5nmf']"
1275,"['3ffc']"
1276,"['7pbe']"
1277,"['2bnq']"
1280,"['6vm7', '6vm8']"
1282,"['4mji']"
1283,"['5nme', '5nmg', '6uln']"
1284,"['8shi']"
1285,"['7r80']"
1286,"['5tez']"
1287,"['4qrp']"
1288,"['2bnq']"
1289,"['3uts', '3utt', '7pb2']"
1290,"['5euo']"
1291,"['4mji']"
1292,"['2vlr']"
1293,"['3vxm']"
1294,"['3dxa']"
1295,"['2bnq']"
1296,"['3uts', '3utt', '7pb2']"
1297,"['4qrr']"
1298,"['6bj2']"
1299,"['4mji']"
1300,"['4mji']"
1301,"['6p64']"
1302,"['8gvb', '8gvg', '8gvi']"
1303,"['4eup']"
1304,"['4ftv']"
1305,"['3vxr', '3vxs']"
1306,"['2bnq']"
1307,"['3qeq']"
1308,"['1oga', '2vlj', '2vlk']"
1309,"['5w1v']"
1310,"['5isz']"
1311,"['4mji']"
1312,"['6vm7', '6vm8']"
1313,"['5d2n']"
1314,"['3dxa']"
1315,"['5jhd']"
1316,"['4mji']"
1317,"['5xot', '6bj3', '6bj8']"
